MJ文字図形名,部首1,内画数1
MJ文字図形名,部首2,内画数2
MJ文字図形名,部首3,内画数3
MJ文字図形名,部首4,内画数4
MJ054581,188,9
MJ054582,188,9
MJ054583,188,9
MJ054584,188,9
MJ054585,188,9
MJ054586,188,9
MJ054587,188,9
MJ054588,188,9
MJ054589,188,9
MJ054590,188,9
MJ054591,188,9
MJ054592,188,9
MJ054593,188,10
MJ054594,188,10
MJ054595,188,10
MJ054596,188,10
MJ054597,188,10
MJ054598,188,10
MJ054599,188,10
MJ054600,188,10
MJ054601,188,11
MJ054602,188,11
MJ054603,188,11
MJ054604,188,11
MJ054605,188,11
MJ054606,188,12
MJ054607,188,11
MJ054608,188,11
MJ054609,188,11
MJ054610,188,11
MJ054611,188,12
MJ054612,188,11
MJ054613,188,12
MJ054614,188,12
MJ054615,188,12
MJ054616,188,12
MJ054617,188,12
MJ054618,188,12
MJ054619,188,13
MJ054620,188,13
MJ054621,188,13
MJ054622,188,13
MJ054623,188,13
MJ054624,188,13
MJ054625,188,13
MJ054626,188,13
MJ054627,188,13
MJ054628,188,13
MJ054629,188,13
MJ054630,188,14
MJ054631,188,14
MJ054632,188,14
MJ054633,188,15
MJ054634,188,15
MJ054635,188,15
MJ054636,188,15
MJ054637,188,16
MJ054638,188,16
MJ054639,188,16
MJ054640,188,16
MJ054641,188,18
MJ054642,188,19
MJ054643,189,3
MJ054644,189,3
MJ054645,189,4
MJ054646,189,4
MJ054647,189,4
MJ054648,189,4
MJ054649,189,4
MJ054650,189,5
MJ054651,189,5
MJ054652,189,6
MJ054653,189,6
MJ054654,189,6
MJ054655,189,7
MJ054656,189,7
MJ054657,189,8
MJ054658,189,9
MJ054659,189,10
MJ054660,189,11
MJ054661,189,11
MJ054662,189,12
MJ054663,189,13
MJ054664,189,13
MJ054665,189,13
MJ054666,189,14
MJ054667,189,15
MJ054668,189,15
MJ054669,189,16
MJ054670,189,17
MJ054671,189,17
MJ054672,189,18
MJ054673,189,21
MJ054674,190,2
MJ054675,190,2
MJ054676,190,3
MJ054677,190,4
MJ054678,190,4
MJ054679,190,4
MJ054680,190,4
MJ054681,190,4
MJ054683,190,4
MJ054684,190,4
MJ054685,190,4
MJ054686,190,4
MJ054687,190,4
MJ054688,190,5
MJ054689,190,5
MJ054690,190,5
MJ054691,190,5
MJ054692,190,5
MJ054693,190,5
MJ054694,190,5
MJ054695,190,5
MJ054696,190,5
MJ054697,190,5
MJ054698,190,5
MJ054699,190,5
MJ054700,190,5
MJ054701,190,5
MJ054702,190,5
MJ054703,190,5
MJ054704,190,6
MJ054705,190,6
MJ054706,190,6
MJ054707,190,6
MJ054708,190,6
MJ054709,190,6
MJ054710,190,6
MJ054711,190,6
MJ054712,190,6
MJ054713,190,6
MJ054714,190,6
MJ054715,190,6
MJ054716,190,6
MJ054717,190,6
MJ054718,142,10
MJ054718,190,6
MJ054719,190,7
MJ054720,190,7
MJ054721,190,7
MJ054722,190,7
MJ054723,190,7
MJ054724,190,7
MJ054725,190,7
MJ054726,190,7
MJ054727,190,7
MJ054728,190,7
MJ054729,190,7
MJ054731,190,7
MJ054732,190,7
MJ054733,190,7
MJ054734,190,8
MJ054735,190,8
MJ054736,190,8
MJ054737,190,8
MJ054738,190,8
MJ054739,190,8
MJ054740,190,8
MJ054741,190,8
MJ054742,190,8
MJ054743,190,8
MJ054744,190,8
MJ054745,190,8
MJ054746,190,8
MJ054747,190,8
MJ054748,190,8
MJ054749,190,8
MJ054750,190,9
MJ054751,190,9
MJ054752,190,9
MJ054753,190,9
MJ054754,190,9
MJ054755,190,9
MJ054756,190,9
MJ054757,190,9
MJ054758,190,9
MJ054759,190,9
MJ054760,190,9
MJ054761,190,9
MJ054762,190,9
MJ054763,190,9
MJ054764,190,9
MJ054765,190,9
MJ054766,190,10
MJ054767,190,10
MJ054768,190,10
MJ054769,190,10
MJ054770,190,10
MJ054771,190,10
MJ054772,190,10
MJ054773,190,10
MJ054774,190,10
MJ054775,190,10
MJ054776,190,10
MJ054777,190,10
MJ054778,190,10
MJ054779,190,10
MJ054780,190,10
MJ054781,190,10
MJ054782,190,11
MJ054783,190,11
MJ054784,190,11
MJ054785,190,11
MJ054786,190,11
MJ054787,190,11
MJ054788,190,11
MJ054789,190,11
MJ054790,190,11
MJ054791,190,11
MJ054792,190,11
MJ054793,190,11
MJ054794,190,11
MJ054795,190,12
MJ054796,190,12
MJ054797,190,12
MJ054798,190,12
MJ054799,190,12
MJ054800,190,12
MJ054801,190,12
MJ054802,190,12
MJ054803,190,12
MJ054804,190,12
MJ054805,190,12
MJ054806,190,12
MJ054807,190,12
MJ054808,190,12
MJ054809,190,12
MJ054810,190,13
MJ054811,190,13
MJ054812,190,13
MJ054813,190,13
MJ054814,190,13
MJ054815,190,13
MJ054816,190,13
MJ054817,190,14
MJ054818,190,14
MJ054819,190,14
MJ054820,190,14
MJ054821,190,14
MJ054822,190,15
MJ054823,190,15
MJ054824,190,15
MJ054825,190,15
MJ054826,190,15
MJ054827,190,16
MJ054828,190,16
MJ054829,190,16
MJ054830,190,16
MJ054831,190,16
MJ054832,190,17
MJ054833,190,17
MJ054834,190,17
MJ054835,190,18
MJ054836,190,18
MJ054837,191,0
MJ054838,191,0
MJ054839,191,4
MJ054840,191,4
MJ054841,191,4
MJ054842,191,5
MJ054843,191,6
MJ054844,191,7
MJ054845,191,8
MJ054846,191,9
MJ054847,191,8
MJ054848,191,10
MJ054849,191,11
MJ054850,191,11
MJ054851,191,12
MJ054852,191,14
MJ054853,191,14
MJ054854,191,18
MJ054855,192,5
MJ054856,192,6
MJ054857,192,8
MJ054858,192,10
MJ054859,192,11
MJ054860,192,11
MJ054861,75,17
MJ054861,192,11
MJ054862,192,12
MJ054863,192,13
MJ054864,192,18
MJ054865,193,3
MJ054866,193,3
MJ054867,193,4
MJ054868,193,5
MJ054869,193,6
MJ054870,193,6
MJ054871,193,6
MJ054872,193,6
MJ054873,193,6
MJ054874,193,7
MJ054875,193,7
MJ054876,193,7
MJ054877,193,8
MJ054878,193,8
MJ054879,193,8
MJ054880,193,8
MJ054881,193,9
MJ054882,193,9
MJ054883,193,9
MJ054884,193,10
MJ054885,193,10
MJ054886,193,10
MJ054887,193,10
MJ054888,193,11
MJ054889,193,11
MJ054890,193,11
MJ054891,193,11
MJ054892,193,11
MJ054893,193,11
MJ054894,193,12
MJ054895,193,12
MJ054896,193,13
MJ054897,193,13
MJ054898,193,13
MJ054899,193,13
MJ054900,193,13
MJ054901,193,13
MJ054902,193,13
MJ054903,193,13
MJ054904,193,13
MJ054905,193,13
MJ054906,193,14
MJ054907,193,14
MJ054908,193,14
MJ054909,193,14
MJ054910,193,15
MJ054911,193,15
MJ054912,193,16
MJ054913,193,16
MJ054914,193,16
MJ054915,193,15
MJ054916,193,17
MJ054917,193,17
MJ054918,193,18
MJ054919,193,18
MJ054920,193,19
MJ054921,193,20
MJ054922,193,20
MJ054923,193,20
MJ054924,193,21
MJ054925,193,21
MJ054926,193,22
MJ054927,193,27
MJ054928,193,27
MJ054929,194,2
MJ054930,194,2
MJ054931,194,2
MJ054932,194,3
MJ054933,194,3
MJ054934,194,3
MJ054935,194,3
MJ054936,194,3
MJ054937,194,3
MJ054938,194,3
MJ054939,194,3
MJ054941,194,3
MJ054942,194,3
MJ054943,194,4
MJ054944,194,4
MJ054945,194,4
MJ054946,194,4
MJ054947,194,4
MJ054948,194,4
MJ054949,194,4
MJ054950,194,4
MJ054951,194,4
MJ054952,194,4
MJ054953,194,4
MJ054954,194,4
MJ054955,194,4
MJ054956,194,4
MJ054957,194,4
MJ054958,194,4
MJ054959,194,4
MJ054960,194,5
MJ054961,194,5
MJ054962,194,5
MJ054963,194,5
MJ054964,194,5
MJ054965,194,5
MJ054966,194,5
MJ054967,194,5
MJ054968,194,5
MJ054969,194,5
MJ054970,194,5
MJ054971,194,5
MJ054972,194,5
MJ054973,194,5
MJ054974,194,5
MJ054975,194,5
MJ054976,194,5
MJ054977,194,5
MJ054978,194,5
MJ054979,194,6
MJ054980,194,6
MJ054981,194,6
MJ054982,194,6
MJ054983,194,6
MJ054984,194,6
MJ054985,194,6
MJ054986,194,6
MJ054987,194,6
MJ054988,194,6
MJ054989,194,6
MJ054990,194,6
MJ054991,194,6
MJ054992,194,6
MJ054993,194,7
MJ054994,194,7
MJ054995,194,7
MJ054996,194,7
MJ054997,194,7
MJ054998,194,7
MJ054999,194,7
MJ055000,194,7
MJ055001,194,7
MJ055002,194,7
MJ055003,194,7
MJ055004,194,7
MJ055005,194,7
MJ055006,194,7
MJ055007,194,7
MJ055008,194,7
MJ055009,194,7
MJ055010,194,8
MJ055011,194,8
MJ055012,194,8
MJ055013,194,8
MJ055014,194,8
MJ055015,194,8
MJ055016,194,8
MJ055017,194,8
MJ055018,194,8
MJ055019,194,8
MJ055020,194,8
MJ055021,194,8
MJ055022,194,8
MJ055023,194,8
MJ055024,194,9
MJ055025,194,9
MJ055026,194,9
MJ055027,194,9
MJ055028,194,9
MJ055029,194,9
MJ055030,194,9
MJ055031,194,9
MJ055032,194,10
MJ055033,194,10
MJ055034,194,10
MJ055035,194,10
MJ055036,194,10
MJ055037,194,10
MJ055038,194,10
MJ055039,194,11
MJ055040,194,11
MJ055041,194,11
MJ055042,194,11
MJ055043,194,11
MJ055044,194,11
MJ055045,194,11
MJ055046,194,12
MJ055047,194,12
MJ055048,194,12
MJ055049,194,12
MJ055050,194,12
MJ055051,194,12
MJ055052,194,12
MJ055053,194,12
MJ055054,194,12
MJ055055,194,12
MJ055056,194,12
MJ055057,194,12
MJ055058,194,12
MJ055059,194,13
MJ055060,194,13
MJ055061,194,14
MJ055062,194,14
MJ055063,194,14
MJ055064,194,14
MJ055065,194,14
MJ055066,194,14
MJ055067,194,14
MJ055068,194,14
MJ055069,194,15
MJ055070,194,15
MJ055071,194,16
MJ055072,194,17
MJ055073,194,17
MJ055074,194,17
MJ055075,194,18
MJ055076,194,18
MJ055077,194,19
MJ055078,194,20
MJ055079,194,21
MJ055080,37,7
MJ055080,195,0
MJ055081,195,2
MJ055082,195,2
MJ055083,195,2
MJ055084,195,2
MJ055085,195,2
MJ055086,195,2
MJ055087,195,2
MJ055088,195,3
MJ055089,195,3
MJ055090,195,3
MJ055091,195,3
MJ055092,195,3
MJ055093,195,4
MJ055094,195,4
MJ055095,195,4
MJ055096,195,4
MJ055097,195,4
MJ055098,195,4
MJ055099,195,4
MJ055100,195,4
MJ055101,195,4
MJ055102,195,4
MJ055103,195,4
MJ055104,195,4
MJ055105,195,4
MJ055106,195,4
MJ055107,195,4
MJ055108,195,4
MJ055109,195,4
MJ055110,195,4
MJ055111,195,4
MJ055112,195,4
MJ055113,195,4
MJ055114,195,4
MJ055115,195,4
MJ055116,195,5
MJ055117,195,5
MJ055118,195,5
MJ055119,195,5
MJ055120,195,5
MJ055121,195,5
MJ055122,195,5
MJ055124,195,5
MJ055125,195,5
MJ055126,195,5
MJ055127,195,5
MJ055128,195,5
MJ055129,195,5
MJ055130,195,5
MJ055131,195,5
MJ055132,195,5
MJ055133,195,5
MJ055134,195,5
MJ055135,195,5
MJ055136,195,6
MJ055137,195,6
MJ055138,195,6
MJ055139,195,6
MJ055140,195,6
MJ055141,195,6
MJ055142,195,6
MJ055143,195,6
MJ055144,195,6
MJ055145,195,6
MJ055146,195,6
MJ055147,195,6
MJ055148,195,6
MJ055149,195,6
MJ055150,195,6
MJ055151,195,6
MJ055152,195,6
MJ055153,195,6
MJ055154,195,6
MJ055155,195,6
MJ055156,195,6
MJ055157,195,6
MJ055158,195,6
MJ055159,195,6
MJ055160,195,7
MJ055161,195,7
MJ055162,195,7
MJ055163,195,7
MJ055164,195,7
MJ055165,195,7
MJ055166,195,7
MJ055167,195,7
MJ055168,195,7
MJ055169,195,7
MJ055170,195,7
MJ055171,195,7
MJ055172,195,7
MJ055173,195,7
MJ055174,195,7
MJ055175,195,7
MJ055176,195,7
MJ055177,195,7
MJ055178,195,7
MJ055179,195,8
MJ055180,195,8
MJ055181,195,8
MJ055182,195,8
MJ055183,195,8
MJ055184,195,8
MJ055185,195,8
MJ055186,195,8
MJ055187,195,8
MJ055188,195,8
MJ055189,195,8
MJ055190,195,8
MJ055191,195,8
MJ055192,195,8
MJ055193,195,8
MJ055194,195,8
MJ055195,195,8
MJ055196,195,8
MJ055197,195,8
MJ055198,195,8
MJ055199,195,8
MJ055200,195,8
MJ055201,195,8
MJ055202,195,8
MJ055203,195,8
MJ055204,195,8
MJ055205,195,8
MJ055206,195,8
MJ055207,195,8
MJ055208,195,8
MJ055209,195,8
MJ055210,195,8
MJ055211,195,8
MJ055212,195,8
MJ055213,195,8
MJ055214,195,8
MJ055215,195,8
MJ055216,195,8
MJ055217,195,7
MJ055218,195,7
MJ055219,195,9
MJ055220,195,9
MJ055221,195,9
MJ055222,195,9
MJ055223,195,9
MJ055224,195,9
MJ055225,195,9
MJ055226,195,9
MJ055227,195,9
MJ055228,195,9
MJ055229,195,9
MJ055230,195,9
MJ055231,195,9
MJ055232,195,9
MJ055233,195,9
MJ055234,195,9
MJ055235,195,9
MJ055236,195,9
MJ055237,195,9
MJ055238,195,9
MJ055239,195,9
MJ055240,195,9
MJ055241,195,9
MJ055242,195,9
MJ055243,195,10
MJ055244,195,10
MJ055245,195,10
MJ055246,195,10
MJ055247,195,10
MJ055248,195,10
MJ055249,195,10
MJ055250,195,10
MJ055251,195,10
MJ055252,195,10
MJ055253,195,10
MJ055254,195,10
MJ055255,195,10
MJ055256,195,10
MJ055257,195,10
MJ055258,195,10
MJ055259,195,10
MJ055260,195,10
MJ055261,195,10
MJ055262,195,10
MJ055263,195,10
MJ055264,195,10
MJ055265,195,9
MJ055266,195,9
MJ055267,195,10
MJ055268,195,10
MJ055269,195,10
MJ055270,195,10
MJ055271,195,10
MJ055272,195,10
MJ055273,195,10
MJ055274,195,11
MJ055275,195,11
MJ055276,195,11
MJ055277,195,11
MJ055278,195,11
MJ055279,195,11
MJ055280,195,11
MJ055281,195,11
MJ055282,195,11
MJ055283,195,11
MJ055284,195,11
MJ055285,195,11
MJ055286,195,11
MJ055287,195,11
MJ055288,195,11
MJ055289,195,11
MJ055290,195,11
MJ055291,195,11
MJ055292,195,11
MJ055293,195,11
MJ055294,195,11
MJ055295,195,11
MJ055296,195,11
MJ055297,195,12
MJ055298,195,12
MJ055299,195,12
MJ055300,195,12
MJ055301,195,12
MJ055302,195,12
MJ055303,195,12
MJ055304,195,12
MJ055305,195,12
MJ055306,195,13
MJ055307,195,13
MJ055308,195,12
MJ055309,195,12
MJ055310,195,12
MJ055311,195,12
MJ055312,195,12
MJ055314,195,12
MJ055315,195,12
MJ055316,195,12
MJ055317,195,12
MJ055318,195,12
MJ055319,195,12
MJ055320,195,12
MJ055321,195,12
MJ055322,195,12
MJ055323,195,12
MJ055324,195,13
MJ055325,195,13
MJ055326,195,13
MJ055327,195,13
MJ055328,195,13
MJ055329,195,13
MJ055330,195,13
MJ055331,195,13
MJ055332,195,13
MJ055333,195,13
MJ055334,195,13
MJ055335,195,13
MJ055336,195,13
MJ055337,195,13
MJ055338,195,13
MJ055339,195,13
MJ055340,195,13
MJ055341,195,13
MJ055342,195,13
MJ055343,195,13
MJ055344,195,13
MJ055345,195,13
MJ055346,195,13
MJ055347,195,14
MJ055348,195,14
MJ055349,195,14
MJ055350,195,14
MJ055351,195,14
MJ055352,85,22
MJ055353,195,14
MJ055354,195,14
MJ055355,195,14
MJ055356,195,14
MJ055357,195,14
MJ055358,195,14
MJ055359,140,22
MJ055360,195,15
MJ055361,195,15
MJ055362,195,15
MJ055363,195,15
MJ055364,195,15
MJ055365,195,15
MJ055366,195,15
MJ055367,195,16
MJ055368,195,16
MJ055369,195,16
MJ055370,195,16
MJ055371,195,16
MJ055372,195,16
MJ055373,195,16
MJ055374,195,16
MJ055375,195,17
MJ055376,195,17
MJ055377,195,17
MJ055378,195,17
MJ055379,195,17
MJ055380,195,17
MJ055381,195,17
MJ055382,195,17
MJ055383,195,18
MJ055384,195,18
MJ055385,195,18
MJ055386,195,18
MJ055387,195,18
MJ055388,195,18
MJ055389,195,19
MJ055390,195,19
MJ055391,195,20
MJ055392,195,21
MJ055393,195,21
MJ055394,195,21
MJ055395,196,1
MJ055396,196,1
MJ055397,196,2
MJ055398,196,2
MJ055399,196,2
MJ055400,196,2
MJ055401,196,2
MJ055402,196,2
MJ055403,196,2
MJ055404,196,2
MJ055405,196,2
MJ055406,196,2
MJ055407,196,3
MJ055408,196,3
MJ055409,196,3
MJ055410,196,3
MJ055411,196,3
MJ055412,196,3
MJ055413,196,3
MJ055414,196,3
MJ055415,196,3
MJ055416,196,3
MJ055417,196,3
MJ055418,196,4
MJ055419,196,4
MJ055420,196,4
MJ055421,196,4
MJ055422,196,4
MJ055423,196,4
MJ055424,196,4
MJ055425,196,4
MJ055426,196,4
MJ055427,196,4
MJ055428,196,4
MJ055429,196,4
MJ055430,196,4
MJ055431,196,4
MJ055432,196,4
MJ055433,196,4
MJ055434,196,4
MJ055435,196,4
MJ055436,196,4
MJ055437,196,4
MJ055438,196,4
MJ055439,196,4
MJ055441,196,4
MJ055442,196,4
MJ055443,196,4
MJ055444,196,4
MJ055445,196,4
MJ055446,196,4
MJ055447,196,4
MJ055448,196,4
MJ055449,196,4
MJ055450,196,4
MJ055451,196,4
MJ055452,196,4
MJ055453,196,4
MJ055454,196,5
MJ055455,196,5
MJ055456,196,5
MJ055457,196,5
MJ055458,196,5
MJ055459,196,5
MJ055460,196,5
MJ055461,196,5
MJ055462,196,5
MJ055463,196,5
MJ055464,196,5
MJ055465,196,5
MJ055466,196,5
MJ055467,196,5
MJ055468,196,5
MJ055469,196,5
MJ055470,196,5
MJ055471,196,5
MJ055472,196,5
MJ055473,196,5
MJ055474,196,5
MJ055475,196,5
MJ055476,196,5
MJ055477,196,5
MJ055478,196,5
MJ055479,196,5
MJ055480,196,5
MJ055481,196,5
MJ055482,196,5
MJ055483,196,5
MJ055484,196,5
MJ055485,196,5
MJ055486,196,6
MJ055487,196,6
MJ055488,196,6
MJ055489,196,6
MJ055490,196,6
MJ055491,196,6
MJ055492,196,6
MJ055493,196,6
MJ055494,196,6
MJ055495,196,6
MJ055496,196,6
MJ055497,196,6
MJ055498,196,6
MJ055499,196,6
MJ055500,196,6
MJ055501,196,6
MJ055502,196,6
MJ055503,196,6
MJ055504,196,6
MJ055505,196,6
MJ055506,196,6
MJ055507,196,6
MJ055508,196,6
MJ055509,196,6
MJ055510,196,6
MJ055511,196,6
MJ055512,196,6
MJ055513,196,6
MJ055514,196,6
MJ055515,196,6
MJ055516,196,6
MJ055517,196,6
MJ055518,196,6
MJ055519,196,6
MJ055520,196,6
MJ055521,196,6
MJ055522,196,6
MJ055523,196,7
MJ055524,196,7
MJ055525,196,7
MJ055526,196,7
MJ055527,196,7
MJ055528,196,7
MJ055529,196,7
MJ055530,196,7
MJ055531,196,7
MJ055532,196,7
MJ055533,196,7
MJ055534,196,7
MJ055535,196,7
MJ055536,196,7
MJ055537,196,7
MJ055538,196,7
MJ055539,196,7
MJ055540,196,7
MJ055541,196,7
MJ055542,196,7
MJ055543,196,7
MJ055544,196,7
MJ055545,196,7
MJ055546,196,7
MJ055547,196,7
MJ055548,196,7
MJ055549,196,7
MJ055550,196,7
MJ055551,196,7
MJ055552,196,7
MJ055553,196,7
MJ055554,196,7
MJ055555,196,7
MJ055556,196,7
MJ055557,196,7
MJ055558,196,7
MJ055559,196,7
MJ055560,196,8
MJ055561,196,8
MJ055562,196,8
MJ055563,196,8
MJ055564,196,8
MJ055565,196,8
MJ055566,196,8
MJ055567,196,8
MJ055568,196,8
MJ055569,196,8
MJ055570,196,8
MJ055571,196,8
MJ055572,196,8
MJ055573,196,8
MJ055574,196,8
MJ055575,196,8
MJ055576,196,8
MJ055577,196,8
MJ055578,196,8
MJ055579,196,8
MJ055580,196,8
MJ055581,196,8
MJ055582,196,8
MJ055583,196,8
MJ055584,196,8
MJ055585,196,8
MJ055586,196,8
MJ055587,196,8
MJ055588,196,8
MJ055589,196,8
MJ055590,196,8
MJ055591,196,8
MJ055592,196,8
MJ055593,196,8
MJ055594,196,8
MJ055595,196,8
MJ055596,196,8
MJ055597,196,8
MJ055598,196,8
MJ055599,196,8
MJ055600,196,8
MJ055601,196,8
MJ055602,196,8
MJ055603,196,8
MJ055604,196,8
MJ055605,196,8
MJ055606,196,9
MJ055607,196,9
MJ055608,196,9
MJ055609,196,9
MJ055610,196,9
MJ055611,196,9
MJ055612,196,9
MJ055613,196,9
MJ055614,196,9
MJ055615,196,9
MJ055616,196,9
MJ055617,196,9
MJ055618,196,10
MJ055619,196,9
MJ055620,196,9
MJ055621,196,9
MJ055622,196,9
MJ055623,196,9
MJ055624,196,9
MJ055625,196,9
MJ055627,196,9
MJ055628,196,9
MJ055629,196,9
MJ055630,196,9
MJ055631,196,9
MJ055632,196,9
MJ055633,196,9
MJ055634,196,9
MJ055635,196,9
MJ055636,196,9
MJ055637,196,9
MJ055638,196,9
MJ055639,196,9
MJ055640,196,9
MJ055641,196,9
MJ055642,196,9
MJ055643,196,9
MJ055644,196,9
MJ055645,196,9
MJ055646,196,9
MJ055647,196,9
MJ055648,196,9
MJ055649,196,9
MJ055650,196,9
MJ055651,196,9
MJ055652,196,9
MJ055653,196,9
MJ055654,196,9
MJ055655,196,9
MJ055656,196,9
MJ055657,196,9
MJ055658,196,7
MJ055659,196,9
MJ055660,196,10
MJ055661,196,10
MJ055662,196,10
MJ055663,196,10
MJ055664,196,10
MJ055665,196,10
MJ055666,196,10
MJ055667,196,10
MJ055668,196,10
MJ055669,196,10
MJ055670,196,10
MJ055671,196,10
MJ055672,196,10
MJ055673,196,10
MJ055674,196,10
MJ055675,196,10
MJ055676,196,10
MJ055677,196,10
MJ055678,196,10
MJ055679,196,10
MJ055680,196,10
MJ055681,196,10
MJ055682,196,10
MJ055683,196,10
MJ055684,196,10
MJ055685,196,10
MJ055686,196,10
MJ055687,196,10
MJ055688,196,10
MJ055689,196,10
MJ055690,196,10
MJ055691,196,10
MJ055692,196,10
MJ055693,196,11
MJ055694,196,11
MJ055695,196,11
MJ055696,196,11
MJ055697,196,11
MJ055698,196,11
MJ055699,196,11
MJ055700,196,11
MJ055701,196,11
MJ055702,196,11
MJ055703,196,11
MJ055704,196,11
MJ055705,196,11
MJ055706,196,11
MJ055707,196,11
MJ055708,196,11
MJ055709,196,11
MJ055710,196,11
MJ055711,196,11
MJ055712,196,11
MJ055713,196,11
MJ055714,196,11
MJ055715,196,11
MJ055716,196,11
MJ055717,196,10
MJ055718,196,11
MJ055719,196,11
MJ055720,196,11
MJ055721,196,11
MJ055722,196,11
MJ055723,196,11
MJ055724,196,11
MJ055725,196,11
MJ055726,196,11
MJ055727,196,11
MJ055728,196,11
MJ055729,196,11
MJ055730,196,12
MJ055731,196,12
MJ055732,196,12
MJ055733,196,12
MJ055734,196,12
MJ055735,196,12
MJ055736,196,12
MJ055737,196,12
MJ055738,196,12
MJ055739,196,12
MJ055740,196,12
MJ055741,196,12
MJ055742,196,12
MJ055743,196,12
MJ055744,196,12
MJ055745,196,12
MJ055746,196,12
MJ055747,196,12
MJ055748,196,12
MJ055749,196,12
MJ055750,196,12
MJ055751,196,12
MJ055752,196,12
MJ055753,196,12
MJ055754,196,12
MJ055755,196,12
MJ055756,196,11
MJ055757,196,12
MJ055758,196,11
MJ055759,196,12
MJ055760,196,12
MJ055761,196,12
MJ055762,196,12
MJ055763,196,12
MJ055764,196,12
MJ055765,196,12
MJ055766,196,12
MJ055767,196,12
MJ055768,196,12
MJ055769,196,12
MJ055770,196,12
MJ055771,196,12
MJ055772,196,12
MJ055773,196,12
MJ055774,196,13
MJ055775,196,13
MJ055776,196,13
MJ055777,196,13
MJ055778,196,13
MJ055779,196,13
MJ055780,196,13
MJ055781,196,13
MJ055782,196,13
MJ055783,196,13
MJ055784,196,13
MJ055785,196,13
MJ055786,196,13
MJ055787,196,13
MJ055788,196,12
MJ055789,196,13
MJ055790,196,13
MJ055791,207,11
MJ055792,196,13
MJ055793,196,13
MJ055794,196,13
MJ055795,196,13
MJ055796,196,13
MJ055797,196,13
MJ055798,196,13
MJ055799,196,13
MJ055800,196,14
MJ055801,196,14
MJ055802,196,14
MJ055803,196,14
MJ055804,196,14
MJ055805,196,14
MJ055806,196,14
MJ055807,196,14
MJ055808,196,14
MJ055809,196,14
MJ055810,196,14
MJ055811,196,14
MJ055812,196,14
MJ055813,196,14
MJ055814,196,14
MJ055815,196,14
MJ055816,196,14
MJ055817,196,15
MJ055818,196,15
MJ055819,196,15
MJ055820,196,15
MJ055821,196,15
MJ055822,196,15
MJ055823,196,15
MJ055824,196,15
MJ055825,196,15
MJ055826,196,15
MJ055827,196,15
MJ055828,196,15
MJ055829,196,15
MJ055830,196,15
MJ055831,196,15
MJ055832,196,15
MJ055833,196,15
MJ055834,196,15
MJ055835,196,16
MJ055836,196,16
MJ055837,196,16
MJ055838,196,16
MJ055839,196,16
MJ055840,196,16
MJ055841,196,16
MJ055842,196,16
MJ055843,196,16
MJ055844,196,16
MJ055845,196,16
MJ055846,196,16
MJ055847,196,16
MJ055848,196,16
MJ055849,196,16
MJ055850,196,16
MJ055851,196,17
MJ055852,196,18
MJ055853,196,17
MJ055854,196,17
MJ055855,196,17
MJ055856,196,17
MJ055857,196,17
MJ055858,196,17
MJ055859,196,18
MJ055860,196,18
MJ055861,196,18
MJ055862,196,18
MJ055863,196,18
MJ055864,196,18
MJ055865,196,19
MJ055866,196,19
MJ055867,196,19
MJ055868,196,19
MJ055869,196,20
MJ055870,196,20
MJ055871,196,20
MJ055872,196,21
MJ055873,196,21
MJ055874,196,21
MJ055875,196,22
MJ055876,196,22
MJ055877,196,25
MJ055878,196,25
MJ055879,32,11
MJ055879,197,3
MJ055880,197,3
MJ055881,197,4
MJ055882,197,4
MJ055883,197,4
MJ055884,197,4
MJ055885,197,5
MJ055886,197,5
MJ055887,197,5
MJ055888,197,5
MJ055889,197,5
MJ055890,197,6
MJ055891,197,7
MJ055892,197,6
MJ055893,197,8
MJ055894,197,8
MJ055895,197,8
MJ055896,32,16
MJ055896,197,8
MJ055897,197,8
MJ055898,197,8
MJ055899,197,9
MJ055900,197,9
MJ055901,197,9
MJ055902,197,9
MJ055903,197,9
MJ055904,197,9
MJ055905,197,9
MJ055906,197,10
MJ055907,197,10
MJ055908,197,10
MJ055909,197,10
MJ055910,197,11
MJ055911,197,11
MJ055912,197,12
MJ055913,197,12
MJ055914,197,12
MJ055915,197,12
MJ055916,197,13
MJ055917,197,13
MJ055918,197,14
MJ055919,197,14
MJ055920,197,15
MJ055921,197,16
MJ055922,197,17
MJ055923,198,2
MJ055924,198,3
MJ055925,198,4
MJ055926,198,4
MJ055927,198,4
MJ055928,198,6
MJ055929,198,4
MJ055930,198,4
MJ055931,198,4
MJ055932,198,4
MJ055933,198,4
MJ055934,198,4
MJ055935,198,4
MJ055936,198,4
MJ055937,198,4
MJ055938,198,5
MJ055939,198,5
MJ055940,198,5
MJ055941,198,6
MJ055942,198,6
MJ055943,198,6
MJ055944,198,6
MJ055945,198,6
MJ055946,198,6
MJ055947,198,6
MJ055948,198,6
MJ055949,198,6
MJ055950,198,6
MJ055951,198,6
MJ055952,198,6
MJ055953,198,6
MJ055954,198,7
MJ055955,198,7
MJ055956,198,7
MJ055957,198,7
MJ055958,198,7
MJ055959,198,7
MJ055960,198,7
MJ055961,198,7
MJ055962,198,7
MJ055963,198,7
MJ055964,198,7
MJ055965,198,8
MJ055966,198,8
MJ055967,198,8
MJ055968,198,8
MJ055969,198,8
MJ055970,198,8
MJ055971,198,8
MJ055972,198,8
MJ055973,198,8
MJ055974,198,9
